id;url;keyword;count;Date
1;https://www.cnn.gr/;cnn;124;2019-04-15 01:01:57;
2;https://www.cnn.gr/;apple;3;2019-04-15 01:01:57;
3;https://www.cnn.gr/;cnn;173;2019-04-15 01:42:33;
4;https://www.cnn.gr/;cnn;171;2019-04-18 19:46:48;
5;https://www.in.gr/;novartis;5;2019-04-18 21:44:20;
6;https://www.cnn.gr/;novartis;0;2019-04-18 21:44:21;
7;https://mikromeseos.gr/;novartis;0;2019-04-18 21:44:23;
8;http://example.com;novartis;0;2019-04-18 21:44:23;
9;http://stackoverflow.com;novartis;0;2019-04-18 21:44:25;
10;https://www.in.gr/;novartis;5;2019-04-18 21:45:05;
11;https://www.cnn.gr/;novartis;0;2019-04-18 21:45:06;
12;https://mikromeseos.gr/;novartis;0;2019-04-18 21:45:06;
13;http://example.com;novartis;0;2019-04-18 21:45:07;
14;http://stackoverflow.com;novartis;0;2019-04-18 21:45:08;
15;https://www.in.gr/;novartis;5;2019-04-18 21:54:51;
16;https://www.cnn.gr/;novartis;0;2019-04-18 21:55:21;
17;https://mikromeseos.gr/;novartis;0;2019-04-18 21:56:15;
18;http://example.com;novartis;0;2019-04-18 21:56:25;
19;http://stackoverflow.com;novartis;0;2019-04-18 21:56:30;
20;https://www.in.gr/;novartis;5;2019-04-18 22:18:26;
21;https://www.cnn.gr/;novartis;0;2019-04-18 22:18:27;
22;https://mikromeseos.gr/;novartis;0;2019-04-18 22:18:28;
23;http://example.com;novartis;0;2019-04-18 22:18:28;
24;http://stackoverflow.com;novartis;0;2019-04-18 22:18:29;
25;https://www.in.gr/;osfp;0;2019-04-18 22:20:43;
26;https://www.cnn.gr/;osfp;0;2019-04-18 22:20:44;
27;https://mikromeseos.gr/;osfp;0;2019-04-18 22:20:44;
28;http://example.com;osfp;0;2019-04-18 22:20:45;
29;http://stackoverflow.com;osfp;0;2019-04-18 22:20:46;
30;https://www.in.gr/;mitsotakis;2;2019-04-18 22:22:44;
31;https://www.cnn.gr/;mitsotakis;1;2019-04-18 22:22:45;
32;https://mikromeseos.gr/;mitsotakis;0;2019-04-18 22:22:45;
33;http://example.com;mitsotakis;0;2019-04-18 22:22:46;
34;http://stackoverflow.com;mitsotakis;0;2019-04-18 22:22:47;
35;https://www.in.gr/;novartis;5;2019-04-18 22:36:09;
36;https://www.cnn.gr/;novartis;0;2019-04-18 22:36:10;
37;https://mikromeseos.gr/;novartis;0;2019-04-18 22:36:10;
38;http://example.com;novartis;0;2019-04-18 22:36:11;
39;http://stackoverflow.com;novartis;0;2019-04-18 22:36:12;
40;https://www.in.gr/;novartis;5;2019-04-18 22:38:03;
41;https://www.cnn.gr/;novartis;0;2019-04-18 22:38:04;
42;https://mikromeseos.gr/;novartis;0;2019-04-18 22:38:04;
43;http://example.com;novartis;0;2019-04-18 22:38:05;
44;http://stackoverflow.com;novartis;0;2019-04-18 22:38:06;
45;https://www.in.gr/;novartis;5;2019-04-18 22:45:36;
46;https://www.cnn.gr/;novartis;0;2019-04-18 22:45:37;
47;https://mikromeseos.gr/;novartis;0;2019-04-18 22:45:38;
48;http://example.com;novartis;0;2019-04-18 22:45:38;
49;http://stackoverflow.com;novartis;0;2019-04-18 22:45:39;
50;https://www.in.gr/;novartis;5;2019-04-18 22:47:46;
51;https://www.cnn.gr/;novartis;0;2019-04-18 22:47:46;
52;https://mikromeseos.gr/;novartis;0;2019-04-18 22:47:47;
53;http://example.com;novartis;0;2019-04-18 22:47:47;
54;http://stackoverflow.com;novartis;0;2019-04-18 22:47:49;
55;https://www.in.gr/;novartis;5;2019-04-19 01:41:38;
56;https://www.cnn.gr/;novartis;0;2019-04-19 01:41:39;
57;https://mikromeseos.gr/;novartis;0;2019-04-19 01:41:39;
58;http://example.com;novartis;0;2019-04-19 01:41:40;
59;http://stackoverflow.com;novartis;0;2019-04-19 01:41:41;
60;https://www.in.gr/;novartis;5;2019-04-19 01:42:42;
61;https://www.cnn.gr/;novartis;0;2019-04-19 01:42:42;
62;https://mikromeseos.gr/;novartis;0;2019-04-19 01:42:43;
63;http://example.com;novartis;0;2019-04-19 01:42:43;
64;http://stackoverflow.com;novartis;0;2019-04-19 01:42:44;
65;https://www.in.gr/;novartis;5;2019-04-19 01:57:10;
66;https://www.cnn.gr/;novartis;0;2019-04-19 01:57:11;
67;https://mikromeseos.gr/;novartis;0;2019-04-19 01:57:13;
68;http://example.com;novartis;0;2019-04-19 01:57:13;
69;http://stackoverflow.com;novartis;0;2019-04-19 01:57:15;
70;https://www.in.gr/;novartis;5;2019-04-19 01:58:40;
71;https://www.cnn.gr/;novartis;0;2019-04-19 01:58:41;
72;https://mikromeseos.gr/;novartis;0;2019-04-19 01:58:42;
73;http://example.com;novartis;0;2019-04-19 01:58:43;
74;http://stackoverflow.com;novartis;0;2019-04-19 01:58:45;
75;https://www.in.gr/;novartis;5;2019-04-19 02:02:57;
76;https://www.cnn.gr/;novartis;0;2019-04-19 02:02:58;
77;https://mikromeseos.gr/;novartis;0;2019-04-19 02:02:59;
78;http://example.com;novartis;0;2019-04-19 02:03:00;
79;http://stackoverflow.com;novartis;0;2019-04-19 02:03:02;
80;https://www.in.gr/;novartis;5;2019-04-19 02:07:57;
81;https://www.cnn.gr/;novartis;0;2019-04-19 02:07:58;
82;https://mikromeseos.gr/;novartis;0;2019-04-19 02:08:00;
83;http://example.com;novartis;0;2019-04-19 02:08:00;
84;http://stackoverflow.com;novartis;0;2019-04-19 02:08:02;
85;https://www.in.gr/;novartis;5;2019-04-19 02:09:01;
86;https://www.cnn.gr/;novartis;0;2019-04-19 02:09:02;
87;https://mikromeseos.gr/;novartis;0;2019-04-19 02:09:03;
88;http://example.com;novartis;0;2019-04-19 02:09:04;
89;http://stackoverflow.com;novartis;0;2019-04-19 02:09:05;
90;https://fb.com;novartis;0;2019-04-19 02:09:07;
91;https://www.public.gr;novartis;0;2019-04-19 02:09:07;
92;https://www.efsyn.gr;novartis;0;2019-04-19 02:09:09;
93;https://www.in.gr/;marinakis;12;2019-04-19 02:41:08;
94;https://www.cnn.gr/;marinakis;0;2019-04-19 02:41:10;
95;https://mikromeseos.gr/;marinakis;0;2019-04-19 02:41:11;
96;http://example.com;marinakis;0;2019-04-19 02:41:12;
97;https://www.in.gr/;marinakis;12;2019-04-19 02:42:22;
98;https://www.cnn.gr/;marinakis;0;2019-04-19 02:42:24;
99;https://mikromeseos.gr/;marinakis;0;2019-04-19 02:42:25;
100;http://example.com;marinakis;0;2019-04-19 02:42:25;
101;http://stackoverflow.com;marinakis;0;2019-04-19 02:42:27;
102;https://fb.com;marinakis;0;2019-04-19 02:42:29;
103;https://www.public.gr;marinakis;0;2019-04-19 02:42:29;
104;https://www.efsyn.gr;marinakis;5;2019-04-19 02:42:31;
105;https://www.in.gr/;marinakis;12;2019-04-19 03:30:11;
106;https://www.cnn.gr/;marinakis;0;2019-04-19 03:30:13;
107;https://mikromeseos.gr/;marinakis;0;2019-04-19 03:30:14;
108;http://example.com;marinakis;0;2019-04-19 03:30:14;
109;http://stackoverflow.com;marinakis;0;2019-04-19 03:30:16;
110;https://fb.com;marinakis;0;2019-04-19 03:30:18;
111;https://www.public.gr;marinakis;0;2019-04-19 03:30:18;
112;https://www.public.gr;marinakis;0;2019-04-19 03:31:38;
113;https://www.in.gr/;marinakis;12;2019-04-19 03:35:20;
114;https://www.cnn.gr/;marinakis;0;2019-04-19 03:35:21;
115;https://mikromeseos.gr/;marinakis;0;2019-04-19 03:35:22;
116;http://example.com;marinakis;0;2019-04-19 03:35:23;
117;http://stackoverflow.com;marinakis;0;2019-04-19 03:35:25;
118;https://fb.com;marinakis;0;2019-04-19 03:35:26;
119;https://www.public.gr;marinakis;0;2019-04-19 03:35:27;
120;https://www.efsyn.gr;marinakis;5;2019-04-19 03:35:29;
121;https://www.in.gr/;marinakis;12;2019-04-19 03:42:56;
122;https://www.cnn.gr/;marinakis;0;2019-04-19 03:42:57;
123;https://mikromeseos.gr/;marinakis;0;2019-04-19 03:42:59;
124;http://example.com;marinakis;0;2019-04-19 03:42:59;
125;http://stackoverflow.com;marinakis;0;2019-04-19 03:43:01;
126;https://www.in.gr/;marinakis;12;2019-04-19 03:46:40;
127;https://www.cnn.gr/;marinakis;0;2019-04-19 03:46:41;
128;https://mikromeseos.gr/;marinakis;0;2019-04-19 03:46:41;
129;http://example.com;marinakis;0;2019-04-19 03:46:42;
130;http://stackoverflow.com;marinakis;0;2019-04-19 03:46:43;
131;https://fb.com;marinakis;0;2019-04-19 03:46:44;
132;https://www.public.gr;marinakis;0;2019-04-19 03:46:45;
133;https://www.efsyn.gr;marinakis;5;2019-04-19 03:46:46;
